Year,Quarter,Month,Day,Sum of Dept,IsHoliday,Sum of Month_Num,Price,Season,Store,Sum of Week_Num,Sum of Weekly_Sales,Sum of Year
2010,Qtr 1,February,19,11,false,2,1321.397,Winter,15,8,13216.27,2010
2010,Qtr 1,February,19,2,false,2,1322.859,Winter,30,8,13227.79,2010
2010,Qtr 1,February,19,46,false,2,1324.822,Winter,16,8,13246.72,2010
2010,Qtr 1,February,19,22,false,2,1325.89,Winter,15,8,13258.9,2010
2010,Qtr 1,February,19,91,false,2,1326.87,Winter,10,8,13266.1,2010
2010,Qtr 1,February,19,32,false,2,1328.935,Winter,24,8,13291.55,2010
2010,Qtr 1,February,19,81,false,2,1329.682,Winter,22,8,13294.72,2010
2010,Qtr 1,February,19,27,false,2,133.35,Winter,25,8,1333,2010
2010,Qtr 1,February,19,1,false,2,1330.069,Winter,42,8,13300.99,2010
2010,Qtr 1,February,19,9,false,2,1330.811,Winter,7,8,13309.81,2010
2010,Qtr 1,February,19,13,false,2,1332.045,Winter,30,8,13319.25,2010
2010,Qtr 1,February,19,4,false,2,1332.784,Winter,16,8,13324.04,2010
2010,Qtr 1,February,19,3,false,2,1333.092,Winter,19,8,13327.22,2010
2010,Qtr 1,February,19,4,false,2,1333.773,Winter,42,8,13333.03,2010
2010,Qtr 1,February,19,82,false,2,1334.937,Winter,22,8,13347.77,2010
2010,Qtr 1,February,19,55,false,2,1338.942,Winter,8,8,13390.22,2010
2010,Qtr 1,February,19,28,false,2,134.173,Winter,21,8,1342.73,2010
2010,Qtr 1,February,19,31,false,2,134.84,Winter,39,8,1345,2010
2010,Qtr 1,February,19,3,false,2,1340.07,Winter,12,8,13397.8,2010
2010,Qtr 1,February,19,72,false,2,13404.338,Winter,14,8,134042.48,2010
2010,Qtr 1,February,19,67,false,2,1341.773,Winter,18,8,13417.63,2010
2010,Qtr 1,February,19,79,false,2,1344.332,Winter,26,8,13444.92,2010
2010,Qtr 1,February,19,17,false,2,1345.532,Winter,32,8,13451.82,2010
2010,Qtr 1,February,19,11,false,2,1346.426,Winter,34,8,13469.06,2010
2010,Qtr 1,February,19,17,false,2,1348.101,Winter,1,8,13485.61,2010
2010,Qtr 1,February,19,58,false,2,135.15,Winter,39,8,1350,2010
2010,Qtr 1,February,19,85,false,2,135.275,Winter,21,8,1349.05,2010
2010,Qtr 1,February,19,56,false,2,135.344,Winter,31,8,1356.54,2010
2010,Qtr 1,February,19,35,false,2,135.36,Winter,41,8,1351,2010
2010,Qtr 1,February,19,31,false,2,135.46,Winter,8,8,1353,2010
2010,Qtr 1,February,19,92,false,2,13507.135,Winter,1,8,135066.75,2010
2010,Qtr 1,February,19,79,false,2,1352.907,Winter,43,8,13533.77,2010
2010,Qtr 1,February,19,26,false,2,1353.294,Winter,27,8,13528.04,2010
2010,Qtr 1,February,19,55,false,2,1357.531,Winter,39,8,13576.31,2010
2010,Qtr 1,February,19,49,false,2,1359.697,Winter,21,8,13599.57,2010
2010,Qtr 1,February,19,95,false,2,13595.168,Winter,20,8,135949.38,2010
2010,Qtr 1,February,19,41,false,2,136.47,Winter,23,8,1363,2010
2010,Qtr 1,February,19,95,false,2,13604.054,Winter,2,8,136044.84,2010
2010,Qtr 1,February,19,80,false,2,1361.205,Winter,41,8,13611.95,2010
2010,Qtr 1,February,19,7,false,2,1362.85,Winter,26,8,13624.4,2010
2010,Qtr 1,February,19,10,false,2,1363.532,Winter,45,8,13638.02,2010
2010,Qtr 1,February,19,49,false,2,1364.62,Winter,27,8,13650.8,2010
2010,Qtr 1,February,19,26,false,2,1364.813,Winter,28,8,13645.63,2010
2010,Qtr 1,February,19,26,false,2,1365.417,Winter,2,8,13654.17,2010
2010,Qtr 1,February,19,11,false,2,1365.594,Winter,45,8,13656.34,2010
2010,Qtr 1,February,19,26,false,2,1368.273,Winter,13,8,13687.43,2010
2010,Qtr 1,February,19,83,false,2,1368.637,Winter,27,8,13683.87,2010
2010,Qtr 1,February,19,10,false,2,1368.911,Winter,40,8,13688.21,2010
2010,Qtr 1,February,19,17,false,2,1369.331,Winter,12,8,13698.21,2010
2010,Qtr 1,February,19,20,false,2,1369.964,Winter,14,8,13697.84,2010
2010,Qtr 1,February,19,54,false,2,137.02,Winter,11,8,1371,2010
2010,Qtr 1,February,19,6,false,2,137.943,Winter,5,8,1380.63,2010
2010,Qtr 1,February,19,1,false,2,1371.108,Winter,16,8,13714.98,2010
2010,Qtr 1,February,19,98,false,2,1376.316,Winter,27,8,13759.06,2010
2010,Qtr 1,February,19,74,false,2,1376.55,Winter,21,8,13764.4,2010
2010,Qtr 1,February,19,67,false,2,1379.67,Winter,31,8,13793.5,2010
2010,Qtr 1,February,19,59,false,2,138.151,Winter,13,8,1379.81,2010
2010,Qtr 1,February,19,19,false,2,138.36,Winter,45,8,1380.9,2010
2010,Qtr 1,February,19,36,false,2,138.84,Winter,13,8,1390.5,2010
2010,Qtr 1,February,19,85,false,2,138.923,Winter,39,8,1385.53,2010
2010,Qtr 1,February,19,82,false,2,1381.394,Winter,12,8,13809.84,2010
2010,Qtr 1,February,19,96,false,2,1382.13,Winter,19,8,13821.5,2010
2010,Qtr 1,February,19,16,false,2,1385.354,Winter,1,8,13855.54,2010
2010,Qtr 1,February,19,81,false,2,1385.974,Winter,42,8,13856.44,2010
2010,Qtr 1,February,19,9,false,2,1386.527,Winter,14,8,13862.97,2010
2010,Qtr 1,February,19,36,false,2,139.55,Winter,18,8,1393.5,2010
2010,Qtr 1,February,19,23,false,2,1391.062,Winter,17,8,13907.22,2010
2010,Qtr 1,February,19,74,false,2,1391.64,Winter,1,8,13917.2,2010
2010,Qtr 1,February,19,14,false,2,1391.642,Winter,45,8,13920.72,2010
2010,Qtr 1,February,19,71,false,2,1395.302,Winter,11,8,13953.12,2010
2010,Qtr 1,February,19,3,false,2,1396.29,Winter,11,8,13961.2,2010
2010,Qtr 1,February,19,4,false,2,1396.737,Winter,30,8,13963.17,2010
2010,Qtr 1,February,19,54,false,2,14,Winter,31,8,136,2010
2010,Qtr 1,February,19,98,false,2,14.06,Winter,16,8,138,2010
2010,Qtr 1,February,19,28,false,2,14.22,Winter,43,8,147,2010
2010,Qtr 1,February,19,54,false,2,14.42,Winter,9,8,149,2010
2010,Qtr 1,February,19,87,false,2,14.516,Winter,30,8,143.56,2010
2010,Qtr 1,February,19,60,false,2,14.53,Winter,7,8,140.8,2010
2010,Qtr 1,February,19,59,false,2,14.716,Winter,42,8,142.66,2010
2010,Qtr 1,February,19,28,false,2,140.643,Winter,23,8,1409.33,2010
2010,Qtr 1,February,19,27,false,2,140.9,Winter,8,8,1408.5,2010
2010,Qtr 1,February,19,9,false,2,1401.096,Winter,41,8,14010.06,2010
2010,Qtr 1,February,19,95,false,2,1402.042,Winter,5,8,14017.62,2010
2010,Qtr 1,February,19,17,false,2,1402.225,Winter,45,8,14022.05,2010
2010,Qtr 1,February,19,25,false,2,1403.695,Winter,4,8,14038.75,2010
2010,Qtr 1,February,19,55,false,2,1405.181,Winter,41,8,14047.71,2010
2010,Qtr 1,February,19,93,false,2,1405.929,Winter,38,8,14057.39,2010
2010,Qtr 1,February,19,74,false,2,1407.773,Winter,15,8,14073.03,2010
2010,Qtr 1,February,19,23,false,2,1409.096,Winter,8,8,14093.56,2010
2010,Qtr 1,February,19,79,false,2,1409.121,Winter,42,8,14094.61,2010
2010,Qtr 1,February,19,13,false,2,1410.238,Winter,42,8,14101.98,2010
2010,Qtr 1,February,19,74,false,2,1411.374,Winter,32,8,14118.74,2010
2010,Qtr 1,February,19,24,false,2,1414.737,Winter,35,8,14150.37,2010
2010,Qtr 1,February,19,95,false,2,14166.216,Winter,14,8,141663.36,2010
2010,Qtr 1,February,19,13,false,2,1417.431,Winter,16,8,14178.01,2010
2010,Qtr 1,February,19,8,false,2,1417.93,Winter,7,8,14181.7,2010
2010,Qtr 1,February,19,28,false,2,142.134,Winter,27,8,1421.74,2010
2010,Qtr 1,February,19,41,false,2,142.93,Winter,31,8,1431,2010
2010,Qtr 1,February,19,25,false,2,1421.585,Winter,35,8,14216.75,2010
2010,Qtr 1,February,19,32,false,2,1422.462,Winter,8,8,14227.62,2010
2010,Qtr 1,February,19,33,false,2,1423.149,Winter,35,8,14229.19,2010
2010,Qtr 1,February,19,32,false,2,1425.432,Winter,19,8,14250.62,2010
2010,Qtr 1,February,19,87,false,2,143.281,Winter,3,8,1435.91,2010
2010,Qtr 1,February,19,5,false,2,143.582,Winter,42,8,1432.72,2010
2010,Qtr 1,February,19,22,false,2,1431.039,Winter,45,8,14312.39,2010
2010,Qtr 1,February,19,10,false,2,1431.274,Winter,21,8,14316.14,2010
2010,Qtr 1,February,19,25,false,2,1432.295,Winter,14,8,14324.75,2010
2010,Qtr 1,February,19,26,false,2,1432.59,Winter,12,8,14323.7,2010
2010,Qtr 1,February,19,96,false,2,1436.036,Winter,26,8,14364.16,2010
2010,Qtr 1,February,19,8,false,2,1436.382,Winter,5,8,14362.02,2010
2010,Qtr 1,February,19,11,false,2,1437.188,Winter,7,8,14373.98,2010
2010,Qtr 1,February,19,31,false,2,144.244,Winter,29,8,1439.84,2010
2010,Qtr 1,February,19,36,false,2,144.52,Winter,20,8,1440.5,2010
2010,Qtr 1,February,19,97,false,2,144.934,Winter,16,8,1450.14,2010
2010,Qtr 1,February,19,90,false,2,144.981,Winter,3,8,1447.61,2010
2010,Qtr 1,February,19,10,false,2,1447.288,Winter,18,8,14471.88,2010
2010,Qtr 1,February,19,67,false,2,1447.679,Winter,45,8,14474.79,2010
2010,Qtr 1,February,19,14,false,2,1447.718,Winter,41,8,14473.98,2010
2010,Qtr 1,February,19,40,false,2,1447.732,Winter,44,8,14478.32,2010
2010,Qtr 1,February,19,5,false,2,1449.831,Winter,25,8,14502.61,2010
2010,Qtr 1,February,19,31,false,2,145.037,Winter,34,8,1446.67,2010
2010,Qtr 1,February,19,11,false,2,145.334,Winter,37,8,1453.84,2010
2010,Qtr 1,February,19,25,false,2,1452.935,Winter,6,8,14527.75,2010
2010,Qtr 1,February,19,11,false,2,1455.996,Winter,39,8,14558.66,2010
2010,Qtr 1,February,19,55,false,2,1456.176,Winter,26,8,14561.36,2010
2010,Qtr 1,February,19,96,false,2,1456.963,Winter,42,8,14564.93,2010
2010,Qtr 1,February,19,23,false,2,1459.729,Winter,25,8,14600.49,2010
2010,Qtr 1,February,19,29,false,2,1459.765,Winter,11,8,14593.85,2010
2010,Qtr 1,February,19,14,false,2,146.585,Winter,43,8,1463.95,2010
2010,Qtr 1,February,19,27,false,2,146.79,Winter,39,8,1470,2010
2010,Qtr 1,February,19,48,false,2,146.86,Winter,4,8,1466,2010
2010,Qtr 1,February,19,97,false,2,1460.317,Winter,40,8,14605.97,2010
2010,Qtr 1,February,19,3,false,2,1460.448,Winter,2,8,14607.28,2010
2010,Qtr 1,February,19,98,false,2,1463.058,Winter,19,8,14634.08,2010
2010,Qtr 1,February,19,87,false,2,1465.06,Winter,8,8,14648.8,2010
2010,Qtr 1,February,19,30,false,2,147.63,Winter,16,8,1478,2010
2010,Qtr 1,February,19,59,false,2,147.709,Winter,6,8,1480.29,2010
2010,Qtr 1,February,19,97,false,2,1474.944,Winter,42,8,14750.44,2010
2010,Qtr 1,February,19,13,false,2,1479.099,Winter,36,8,14795.99,2010
2010,Qtr 1,February,19,35,false,2,148.89,Winter,3,8,1492,2010
2010,Qtr 1,February,19,1,false,2,1482.207,Winter,9,8,14819.97,2010
2010,Qtr 1,February,19,49,false,2,1485.03,Winter,15,8,14846.3,2010
2010,Qtr 1,February,19,11,false,2,1485.11,Winter,11,8,14853.6,2010
2010,Qtr 1,February,19,67,false,2,1485.297,Winter,28,8,14850.67,2010
2010,Qtr 1,February,19,9,false,2,1488.97,Winter,19,8,14887.6,2010
2010,Qtr 1,February,19,98,false,2,1489.11,Winter,4,8,14888.8,2010
2010,Qtr 1,February,19,19,false,2,149.08,Winter,9,8,1490.4,2010
2010,Qtr 1,February,19,35,false,2,149.13,Winter,26,8,1493,2010
2010,Qtr 1,February,19,85,false,2,149.857,Winter,41,8,1494.57,2010
2010,Qtr 1,February,19,71,false,2,1490.208,Winter,27,8,14905.28,2010
2010,Qtr 1,February,19,11,false,2,1490.266,Winter,28,8,14904.26,2010
2010,Qtr 1,February,19,22,false,2,1490.614,Winter,12,8,14909.44,2010
2010,Qtr 1,February,19,26,false,2,1492.541,Winter,20,8,14928.51,2010
2010,Qtr 1,February,19,81,false,2,1492.95,Winter,34,8,14930.9,2010
2010,Qtr 1,February,19,34,false,2,1493.71,Winter,45,8,14940,2010
2010,Qtr 1,February,19,80,false,2,1495.939,Winter,42,8,14960.99,2010
2010,Qtr 1,February,19,97,false,2,1497.832,Winter,41,8,14976.42,2010
2010,Qtr 1,February,19,42,false,2,15.168,Winter,42,8,153.08,2010
2010,Qtr 1,February,19,96,false,2,15.325,Winter,16,8,148.95,2010
2010,Qtr 1,February,19,98,false,2,15.435,Winter,15,8,151.25,2010
2010,Qtr 1,February,19,54,false,2,15.54,Winter,45,8,155,2010
2010,Qtr 1,February,19,33,false,2,150.09,Winter,5,8,1499.1,2010
2010,Qtr 1,February,19,81,false,2,1500.079,Winter,45,8,14997.99,2010
2010,Qtr 1,February,19,71,false,2,1501.702,Winter,20,8,15021.02,2010
2010,Qtr 1,February,19,14,false,2,1501.734,Winter,15,8,15013.34,2010
2010,Qtr 1,February,19,2,false,2,1502.87,Winter,42,8,15024.7,2010
2010,Qtr 1,February,19,82,false,2,1505.614,Winter,8,8,15056.24,2010
2010,Qtr 1,February,19,3,false,2,1505.954,Winter,4,8,15062.54,2010
2010,Qtr 1,February,19,25,false,2,1506.455,Winter,23,8,15065.75,2010
2010,Qtr 1,February,19,4,false,2,1507.296,Winter,9,8,15069.46,2010
2010,Qtr 1,February,19,23,false,2,1507.821,Winter,39,8,15076.91,2010
2010,Qtr 1,February,19,32,false,2,1508.435,Winter,13,8,15088.15,2010
2010,Qtr 1,February,19,85,false,2,151.137,Winter,40,8,1507.07,2010
2010,Qtr 1,February,19,30,false,2,151.82,Winter,9,8,1521.5,2010
2010,Qtr 1,February,19,8,false,2,1510.29,Winter,43,8,15101.1,2010
2010,Qtr 1,February,19,17,false,2,1511.205,Winter,15,8,15114.35,2010
2010,Qtr 1,February,19,49,false,2,1511.904,Winter,13,8,15115.04,2010
2010,Qtr 1,February,19,17,false,2,1512.483,Winter,28,8,15122.33,2010
2010,Qtr 1,February,19,96,false,2,1514.55,Winter,27,8,15147.1,2010
2010,Qtr 1,February,19,82,false,2,1517.416,Winter,39,8,15170.56,2010
2010,Qtr 1,February,19,35,false,2,152.27,Winter,32,8,1524,2010
2010,Qtr 1,February,19,59,false,2,152.591,Winter,1,8,1530.41,2010
2010,Qtr 1,February,19,2,false,2,1524.389,Winter,36,8,15244.69,2010
2010,Qtr 1,February,19,25,false,2,1526.902,Winter,18,8,15266.12,2010
2010,Qtr 1,February,19,34,false,2,1528.27,Winter,17,8,15279,2010
2010,Qtr 1,February,19,7,false,2,1529.039,Winter,34,8,15293.59,2010
2010,Qtr 1,February,19,11,false,2,1529.494,Winter,24,8,15299.84,2010
2010,Qtr 1,February,19,3,false,2,153.779,Winter,37,8,1536.39,2010
2010,Qtr 1,February,19,67,false,2,1531.196,Winter,22,8,15316.46,2010
2010,Qtr 1,February,19,80,false,2,1533.626,Winter,32,8,15336.76,2010
2010,Qtr 1,February,19,80,false,2,1538.564,Winter,40,8,15381.14,2010
2010,Qtr 1,February,19,2,false,2,1538.567,Winter,37,8,15382.87,2010
2010,Qtr 1,February,19,58,false,2,154.55,Winter,17,8,1546,2010
2010,Qtr 1,February,19,19,false,2,154.999,Winter,7,8,1552.59,2010
2010,Qtr 1,February,19,9,false,2,1540.084,Winter,24,8,15397.04,2010
2010,Qtr 1,February,19,26,false,2,1543.116,Winter,11,8,15429.36,2010
2010,Qtr 1,February,19,55,false,2,1543.9,Winter,15,8,15440.2,2010
2010,Qtr 1,February,19,21,false,2,1544.378,Winter,20,8,15440.28,2010
2010,Qtr 1,February,19,81,false,2,1547.986,Winter,6,8,15476.36,2010
2010,Qtr 1,February,19,16,false,2,155.362,Winter,37,8,1557.32,2010
2010,Qtr 1,February,19,31,false,2,155.37,Winter,40,8,1549,2010
2010,Qtr 1,February,19,85,false,2,155.911,Winter,16,8,1557.31,2010
2010,Qtr 1,February,19,97,false,2,1551.975,Winter,24,8,15518.45,2010
2010,Qtr 1,February,19,92,false,2,15542.954,Winter,4,8,155428.24,2010
2010,Qtr 1,February,19,92,false,2,1557.363,Winter,16,8,15573.63,2010
2010,Qtr 1,February,19,5,false,2,1559.246,Winter,16,8,15595.76,2010
2010,Qtr 1,February,19,6,false,2,1559.711,Winter,10,8,15596.01,2010
2010,Qtr 1,February,19,50,false,2,156.88,Winter,24,8,1570,2010
2010,Qtr 1,February,19,97,false,2,1562.068,Winter,32,8,15623.78,2010
2010,Qtr 1,February,19,32,false,2,1566.022,Winter,23,8,15655.52,2010
2010,Qtr 1,February,19,82,false,2,1566.869,Winter,24,8,15664.29,2010
2010,Qtr 1,February,19,26,false,2,1566.942,Winter,23,8,15672.82,2010
2010,Qtr 1,February,19,30,false,2,1567.237,Winter,10,8,15675.47,2010
2010,Qtr 1,February,19,83,false,2,1567.703,Winter,14,8,15678.83,2010
2010,Qtr 1,February,19,2,false,2,1567.711,Winter,3,8,15676.11,2010
2010,Qtr 1,February,19,22,false,2,1569.001,Winter,21,8,15686.91,2010
2010,Qtr 1,February,19,7,false,2,1570.23,Winter,40,8,15703.5,2010
2010,Qtr 1,February,19,38,false,2,1572.948,Winter,36,8,15733.48,2010
2010,Qtr 1,February,19,90,false,2,1573.617,Winter,18,8,15733.07,2010
2010,Qtr 1,February,19,92,false,2,15762.579,Winter,13,8,157625.49,2010
2010,Qtr 1,February,19,71,false,2,158.292,Winter,3,8,1586.42,2010
2010,Qtr 1,February,19,22,false,2,1581.918,Winter,11,8,15816.68,2010
2010,Qtr 1,February,19,3,false,2,1583.294,Winter,14,8,15829.84,2010
2010,Qtr 1,February,19,33,false,2,1584.365,Winter,10,8,15847.15,2010
2010,Qtr 1,February,19,80,false,2,1585.802,Winter,4,8,15859.12,2010
2010,Qtr 1,February,19,97,false,2,1587.021,Winter,8,8,15869.41,2010
2010,Qtr 1,February,19,46,false,2,1587.267,Winter,24,8,15876.27,2010
2010,Qtr 1,February,19,9,false,2,1587.3,Winter,35,8,15878,2010
2010,Qtr 1,February,19,90,false,2,1587.603,Winter,10,8,15874.73,2010
2010,Qtr 1,February,19,7,false,2,1588.211,Winter,31,8,15886.41,2010
2010,Qtr 1,February,19,9,false,2,1588.455,Winter,1,8,15880.85,2010
2010,Qtr 1,February,19,20,false,2,1589.137,Winter,35,8,15886.87,2010
2010,Qtr 1,February,19,27,false,2,159.225,Winter,28,8,1588.25,2010
2010,Qtr 1,February,19,52,false,2,159.501,Winter,39,8,1598.01,2010
2010,Qtr 1,February,19,52,false,2,159.629,Winter,41,8,1596.39,2010
2010,Qtr 1,February,19,46,false,2,159.671,Winter,33,8,1596.11,2010
2010,Qtr 1,February,19,35,false,2,159.88,Winter,45,8,1600,2010
2010,Qtr 1,February,19,7,false,2,1591.174,Winter,45,8,15910.94,2010
2010,Qtr 1,February,19,80,false,2,1592.178,Winter,1,8,15918.98,2010
2010,Qtr 1,February,19,24,false,2,1592.465,Winter,10,8,15928.15,2010
2010,Qtr 1,February,19,18,false,2,1594.056,Winter,31,8,15938.06,2010
2010,Qtr 1,February,19,5,false,2,1595.69,Winter,7,8,15961.9,2010
2010,Qtr 1,February,19,22,false,2,1598.069,Winter,22,8,15980.89,2010
2010,Qtr 1,February,19,67,false,2,1598.458,Winter,6,8,15985.48,2010
2010,Qtr 1,February,19,3,false,2,1599.068,Winter,23,8,15994.98,2010
2010,Qtr 1,February,19,60,false,2,16.12,Winter,17,8,158.4,2010
2010,Qtr 1,February,19,74,false,2,16.188,Winter,44,8,162.18,2010
2010,Qtr 1,February,19,59,false,2,16.197,Winter,38,8,157.37,2010
2010,Qtr 1,February,19,54,false,2,16.49,Winter,26,8,163,2010
2010,Qtr 1,February,19,59,false,2,16.657,Winter,30,8,168.57,2010
2010,Qtr 1,February,19,56,false,2,160.378,Winter,9,8,1602.28,2010
2010,Qtr 1,February,19,41,false,2,160.597,Winter,6,8,1610.87,2010
2010,Qtr 1,February,19,23,false,2,1600.336,Winter,7,8,16002.26,2010
2010,Qtr 1,February,19,96,false,2,1601.405,Winter,34,8,16011.55,2010
2010,Qtr 1,February,19,23,false,2,1603.019,Winter,32,8,16027.89,2010
2010,Qtr 1,February,19,87,false,2,1603.777,Winter,4,8,16038.17,2010
2010,Qtr 1,February,19,22,false,2,1604.455,Winter,20,8,16040.95,2010
2010,Qtr 1,February,19,81,false,2,1605.577,Winter,36,8,16059.27,2010
2010,Qtr 1,February,19,23,false,2,1612.326,Winter,41,8,16124.06,2010
2010,Qtr 1,February,19,24,false,2,162.006,Winter,9,8,1620.96,2010
2010,Qtr 1,February,19,56,false,2,162.1,Winter,25,8,1620.8,2010
2010,Qtr 1,February,19,96,false,2,162.232,Winter,41,8,1623.32,2010
2010,Qtr 1,February,19,28,false,2,162.436,Winter,14,8,1624.86,2010
2010,Qtr 1,February,19,29,false,2,162.64,Winter,7,8,1621.5,2010
2010,Qtr 1,February,19,11,false,2,1620.006,Winter,6,8,16198.86,2010
2010,Qtr 1,February,19,81,false,2,1620.268,Winter,32,8,16201.58,2010
2010,Qtr 1,February,19,67,false,2,1620.454,Winter,11,8,16204.34,2010
2010,Qtr 1,February,19,97,false,2,1620.821,Winter,34,8,16203.71,2010
2010,Qtr 1,February,19,13,false,2,1621.255,Winter,37,8,16215.75,2010
2010,Qtr 1,February,19,82,false,2,1623.022,Winter,31,8,16233.22,2010
2010,Qtr 1,February,19,67,false,2,1623.313,Winter,39,8,16230.03,2010
2010,Qtr 1,February,19,82,false,2,1624.032,Winter,21,8,16242.02,2010
2010,Qtr 1,February,19,18,false,2,1624.384,Winter,10,8,16244.14,2010
2010,Qtr 1,February,19,98,false,2,1628.534,Winter,13,8,16289.94,2010
2010,Qtr 1,February,19,27,false,2,163.02,Winter,29,8,1630,2010
2010,Qtr 1,February,19,11,false,2,1632.157,Winter,35,8,16318.67,2010
2010,Qtr 1,February,19,67,false,2,1636.221,Winter,23,8,16357.71,2010
2010,Qtr 1,February,19,71,false,2,1637.562,Winter,14,8,16372.02,2010
2010,Qtr 1,February,19,91,false,2,1637.874,Winter,44,8,16380.34,2010
2010,Qtr 1,February,19,40,false,2,1637.876,Winter,38,8,16383.76,2010
2010,Qtr 1,February,19,16,false,2,1638.731,Winter,39,8,16390.81,2010
2010,Qtr 1,February,19,34,false,2,1639.54,Winter,15,8,16397.1,2010
2010,Qtr 1,February,19,23,false,2,1639.961,Winter,29,8,16400.81,2010
2010,Qtr 1,February,19,93,false,2,164.477,Winter,22,8,1646.97,2010
2010,Qtr 1,February,19,67,false,2,1641.159,Winter,1,8,16411.69,2010
2010,Qtr 1,February,19,8,false,2,1643.515,Winter,16,8,16433.65,2010
2010,Qtr 1,February,19,92,false,2,16431.209,Winter,20,8,164314.29,2010
2010,Qtr 1,February,19,5,false,2,1644.707,Winter,21,8,16448.27,2010
2010,Qtr 1,February,19,97,false,2,1649.567,Winter,11,8,16498.97,2010
2010,Qtr 1,February,19,22,false,2,1649.725,Winter,2,8,16502.25,2010
2010,Qtr 1,February,19,27,false,2,165.97,Winter,31,8,1660.5,2010
2010,Qtr 1,February,19,10,false,2,1650.07,Winter,35,8,16496,2010
2010,Qtr 1,February,19,90,false,2,1651.145,Winter,35,8,16514.05,2010
2010,Qtr 1,February,19,11,false,2,1652.84,Winter,12,8,16532.1,2010
2010,Qtr 1,February,19,74,false,2,1653.587,Winter,41,8,16538.47,2010
2010,Qtr 1,February,19,71,false,2,1654.75,Winter,13,8,16542.9,2010
2010,Qtr 1,February,19,7,false,2,1655.248,Winter,32,8,16551.18,2010
2010,Qtr 1,February,19,81,false,2,1657.755,Winter,39,8,16577.15,2010
2010,Qtr 1,February,19,3,false,2,1659.785,Winter,27,8,16602.75,2010
2010,Qtr 1,February,19,67,false,2,166.42,Winter,38,8,1668.4,2010
2010,Qtr 1,February,19,28,false,2,166.612,Winter,2,8,1665.82,2010
2010,Qtr 1,February,19,91,false,2,1665.173,Winter,45,8,16650.13,2010
2010,Qtr 1,February,19,79,false,2,1665.309,Winter,34,8,16655.79,2010
2010,Qtr 1,February,19,81,false,2,1668.68,Winter,40,8,16683.5,2010
2010,Qtr 1,February,19,21,false,2,167.147,Winter,42,8,1675.57,2010
2010,Qtr 1,February,19,59,false,2,167.2,Winter,12,8,1668.4,2010
2010,Qtr 1,February,19,56,false,2,167.33,Winter,26,8,1676.1,2010
2010,Qtr 1,February,19,52,false,2,167.998,Winter,9,8,1680.28,2010
2010,Qtr 1,February,19,46,false,2,1670.454,Winter,25,8,16699.74,2010
2010,Qtr 1,February,19,22,false,2,1671.821,Winter,28,8,16717.41,2010
2010,Qtr 1,February,19,9,false,2,1672.929,Winter,17,8,16732.29,2010
2010,Qtr 1,February,19,49,false,2,1673.877,Winter,1,8,16736.17,2010
2010,Qtr 1,February,19,85,false,2,168.697,Winter,29,8,1687.87,2010
2010,Qtr 1,February,19,92,false,2,1680.751,Winter,15,8,16810.01,2010
2010,Qtr 1,February,19,13,false,2,1681.58,Winter,29,8,16818.5,2010
2010,Qtr 1,February,19,22,false,2,1681.894,Winter,6,8,16816.34,2010
2010,Qtr 1,February,19,4,false,2,1687.495,Winter,37,8,16875.65,2010
2010,Qtr 1,February,19,46,false,2,1688.798,Winter,45,8,16888.28,2010
2010,Qtr 1,February,19,49,false,2,1692.372,Winter,14,8,16923.52,2010
2010,Qtr 1,February,19,8,false,2,1693.847,Winter,37,8,16943.17,2010
2010,Qtr 1,February,19,32,false,2,1695.98,Winter,18,8,16962.7,2010
2010,Qtr 1,February,19,8,false,2,1697.095,Winter,42,8,16973.95,2010
2010,Qtr 1,February,19,26,false,2,1699.961,Winter,35,8,16998.81,2010
2010,Qtr 1,February,19,60,false,2,17.18,Winter,33,8,167.2,2010
2010,Qtr 1,February,19,54,false,2,17.27,Winter,17,8,175,2010
2010,Qtr 1,February,19,97,false,2,17.503,Winter,3,8,174.93,2010
2010,Qtr 1,February,19,59,false,2,170.232,Winter,10,8,1701.32,2010
2010,Qtr 1,February,19,96,false,2,1707.367,Winter,30,8,17074.87,2010
2010,Qtr 1,February,19,72,false,2,1707.631,Winter,5,8,17077.31,2010
2010,Qtr 1,February,19,80,false,2,1708.768,Winter,26,8,17086.18,2010
2010,Qtr 1,February,19,92,false,2,17082.591,Winter,2,8,170825.81,2010
2010,Qtr 1,February,19,19,false,2,171.737,Winter,1,8,1722.17,2010
2010,Qtr 1,February,19,25,false,2,1711.77,Winter,28,8,17118.5,2010
2010,Qtr 1,February,19,81,false,2,1716.176,Winter,26,8,17163.86,2010
2010,Qtr 1,February,19,80,false,2,1716.77,Winter,13,8,17170.4,2010
2010,Qtr 1,February,19,67,false,2,1718.728,Winter,4,8,17185.38,2010
2010,Qtr 1,February,19,79,false,2,1719.133,Winter,36,8,17193.03,2010
2010,Qtr 1,February,19,17,false,2,1719.802,Winter,24,8,17201.12,2010
2010,Qtr 1,February,19,85,false,2,172.704,Winter,35,8,1722.24,2010
2010,Qtr 1,February,19,59,false,2,172.767,Winter,2,8,1723.67,2010
2010,Qtr 1,February,19,11,false,2,1722.446,Winter,8,8,17227.66,2010
2010,Qtr 1,February,19,49,false,2,1723.803,Winter,18,8,17234.83,2010
2010,Qtr 1,February,19,5,false,2,1725.014,Winter,9,8,17249.74,2010
